0 1 2
128 134 6
128 135 7
128 136 2
128 137 9
128 138 6
128 139 8
128 140 1
128 141 7
128 142 5
128 143 9
128 144 2
128 145 5
128 146 8
128 147 8
128 148 6
128 149 7
128 150 2
128 151 8
128 152 4
128 153 9
128 154 10
128 155 3
128 156 2
128 157 8
128 158 1
128 159 10
128 160 7
128 161 7
128 162 4
128 163 7
128 164 2
128 165 10
128 166 10
128 167 1
128 168 9
128 169 8
128 170 3
128 171 7
128 172 9
128 173 6
128 174 9
128 175 3
128 176 8
128 177 8
128 178 8
128 179 5
129 130 7
129 131 5
129 132 6
129 133 9
129 134 10
129 135 7
129 136 6
129 137 1
129 138 3
129 139 3
129 140 3
129 141 6
129 142 5
129 143 9
129 144 6
129 145 3
129 146 5
129 147 9
129 148 3
129 149 6
129 150 3
129 151 3
129 152 1
129 153 3
129 154 7
129 155 10
129 156 3
129 157 3
129 158 5
129 159 2
129 160 7
129 161 5
129 162 4
129 163 8
129 164 2
129 165 3
129 166 7
129 167 6
129 168 1
129 169 6
129 170 6
129 171 7
129 172 10
129 173 2
129 174 6
129 175 7
129 176 3
129 177 7
129 178 1
129 179 5
130 144 1
131 144 3
132 139 1
133 147 8
134 149 4
135 164 2
136 160 1
137 177 10
138 148 3
139 161 6
140 170 3
141 159 9
142 162 3
143 163 5
144 156 1
145 168 8
146 174 3
147 169 9
148 163 1
149 162 3
150 164 4
151 162 7
152 167 6
153 177 8
154 176 5
155 158 4
156 172 7
157 176 5
158 172 9
159 178 5
160 172 1
161 175 7
162 167 4
163 169 9
164 179 7
165 177 3
166 174 5
167 176 4
168 172 3
169 176 1
170 173 6
171 177 6
172 179 3
173 176 9
174 100002 100
174 100003 100
174 100004 100
174 100001 100
174 100000 100
175 100002 100
175 100003 100
176 100000 100
177 100004 100
177 100001 100
177 100000 100
178 179 3
179 100002 100
179 100003 100
-2 2 100
-2 3 100
-2 5 100
-5 2 100
-5 5 100
-4 0 100
-4 2 100
-4 5 100
-3 0 100
-3 5 100
-1 0 100
-1 3 100
-1 4 100
